producto,id,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Leña Sin nombre,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,38.0,176.0,49.0,37.0,76.0,2.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,0,0,0,0,0
Speed energizante,449,0,0,0,0,0,0,11.0,12.0,21.0,19.0,24.0,24.0,10.0,12.0,14.0,5.0,13.0,10.0,21.0,27.0,52.0,25.0,12.0,17.0,24.0,13.0,24.0,33.0,92.0,4.0,16.0,26.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,33.0,111.0,96.0,38.0,77.0,66.0,51.0,50.0,62.0,64.0,39.0,70.0,51.0,130.0,63.0,20.0,60.0,36.0,34.0,23.0,48.0,29.0,40.0,36.0,52.0,70.0,36.0,33.0,41.0,52.0,43.0,60.0,18.0,32.0,29.0,67.0,71.0,103.0,61.0,29.0,30.0,32.0,34.0,42.0,57.0,37.0,35.0,60.0,36.0,125.0,52.0,14.0,55.0,52.0,47.0,56.0,35.0,60.0,55.0,54.0,7.0,0
Red Bull energizante,451,0,0,0,0,0,0,0,0,6.0,12.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,0,2.0,1.0,1.0,1.0,0,2.0,5.0,4.0,1.0,1.0,5.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3.0,8.0,4.0,6.0,6.0,5.0,7.0,13.0,9.0,11.0,4.0,12.0,13.0,1.0,6.0,1.0,6.0,9.0,18.0,5.0,6.0,7.0,11.0,15.0,7.0,7.0,6.0,9.0,3.0,3.0,11.0,10.0,9.0,7.0,7.0,7.0,7.0,0,2.0,1.0,6.0,5.0,5.0,6.0,5.0,3.0,1.0,9.0,0,0,5.0,3.0,0,1.0,0,4.0,3.0,5.0,2.0,0
Mentitas,455,0,0,0,0,0,0,6.0,0,2.0,0,0,4.0,8.0,4.0,9.0,4.0,40.0,22.0,44.0,37.0,20.0,18.0,15.0,5.0,15.0,4.0,0,0,23.0,17.0,17.0,17.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartas naipes Habana,456,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,2.0,0,1.0,0,1.0,1.0,0,0,0,2.0,0,0,2.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,0,2.0,0,0,0,1.0,0,1.0,2.0,1.0,4.0,0,0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,4.0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0
Baggio Capuchino,461,0,0,0,0,0,0,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preservativo Punticrem clasico,476,0,0,0,0,0,0,0,0,0,0,2.0,9.0,0,0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,0,5.0,2.0,8.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,6.0,14.0,4.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,5.0,5.0,3.0,10.0,3.0,8.0,2.0,6.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,0,0,0,0,0,0,0,6.0,8.0,10.0,10.0,5.0,5.0,7.0,1.0,5.0,12.0,5.0,8.0,2.0,3.0,5.0,4.0,3.0,4.0,0,1.0,4.0,3.0,4.0,8.0,8.0,2.0,6.0,3.0,0
RECO ENVASE RETORNABNLE PYS,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,32.0,32.0,10.0,15.0,22.0,25.0,25.0,24.0,33.0,33.0,18.0,33.0,34.0,15.0,29.0,15.0,28.0,13.0,14.0,23.0,29.0,27.0,26.0,29.0,17.0,3.0,10.0,4.0,5.0,11.0,6.0,4.0,5.0,4.0,0,0
Chupetin Corazon,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chip Claro,500,0,0,0,0,0,0,3.0,1.0,0,0,0,7.0,1.0,2.0,0,0,0,0,0,0,0,11.0,41.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
Carbon 1 1/2kg,505,0,0,0,0,0,0,20.0,28.0,34.0,49.0,48.0,66.0,41.0,26.0,23.0,29.0,35.0,26.0,33.0,32.0,13.0,16.0,15.0,17.0,16.0,12.0,19.0,15.0,17.0,7.0,16.0,18.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,15.0,12.0,5.0,11.0,5.0,1.0,4.0,8.0,4.0,11.0,9.0,11.0,10.0,11.0,2.0,9.0,11.0,9.0,12.0,8.0,7.0,12.0,9.0,11.0,17.0,8.0,7.0,9.0,6.0,3.0,10.0,5.0,9.0,11.0,9.0,7.0,17.0,9.0,12.0,9.0,16.0,12.0,7.0,11.0,8.0,7.0,11.0,14.0,12.0,13.0,8.0,8.0,11.0,8.0,12.0,9.0,15.0,13.0,10.0,3.0,0
Preservativo Tulipan,530,0,0,0,0,0,0,5.0,4.0,6.0,7.0,2.0,0,0,0,7.0,0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,3.0,4.0,9.0,4.0,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papel El Ombu,531,0,0,0,0,0,0,10.0,6.0,2.0,1.0,4.0,11.0,6.0,2.0,5.0,10.0,7.0,5.0,6.0,4.0,5.0,3.0,10.0,7.0,8.0,5.0,7.0,0,2.0,4.0,4.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,7.0,6.0,6.0,10.0,11.0,4.0,3.0,6.0,10.0,7.0,13.0,8.0,17.0,7.0,6.0,11.0,8.0,19.0,8.0,7.0,5.0,1.0,0,1.0,0,0,2.0,4.0,3.0,0,0,2.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,0,0
Carbon 3 kg,536,0,0,0,0,0,0,8.0,7.0,17.0,4.0,17.0,20.0,15.0,12.0,16.0,15.0,17.0,8.0,11.0,25.0,31.0,32.0,36.0,50.0,37.0,27.0,37.0,38.0,18.0,22.0,33.0,22.0,6.0,0,0,0,0,0,0,1.0,0,0,0,0,0,4.0,32.0,34.0,43.0,20.0,35.0,28.0,20.0,10.0,16.0,17.0,25.0,29.0,31.0,39.0,37.0,13.0,15.0,7.0,7.0,12.0,18.0,19.0,13.0,15.0,20.0,31.0,19.0,11.0,16.0,15.0,16.0,23.0,12.0,18.0,13.0,32.0,27.0,27.0,30.0,16.0,21.0,15.0,15.0,12.0,11.0,24.0,9.0,6.0,10.0,13.0,17.0,7.0,28.0,23.0,22.0,18.0,13.0,23.0,23.0,13.0,3.0,0
Mani Krachitos (promocional),613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,15.0,20.0,0,10.0,0,0,0,0,0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,65.0,10.0,40.0,65.0,170.0,40.0,24.0,25.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,60.0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,0,0
Papel fumar OCB gris XPERT,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,1.0,7.0,1.0,0,0,0,0,0,0,5.0,1.0,0,0,1.0,3.0,5.0,3.0,12.0,5.0,12.0,11.0,6.0,1.0,0,1.0,2.0,1.0,0,2.0,5.0,2.0,0,0,0,0,2.0,5.0,3.0,0,6.0,0,0,2.0,6.0,8.0,6.0,6.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,6.0,1.0,0,0
chicles hallowen espectros,632,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papas Krachitos,657,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,22.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,11.0,0,0
Chupetin Pico Dulce,659,0,0,0,0,0,0,3.0,66.0,44.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,38.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13.0,7.0,21.0,13.0,9.0,24.0,9.0,0
Naipes Economicos cartas,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,1.0,0,0,1.0,0,2.0,1.0,2.0,3.0,0,0,0,1.0,2.0,4.0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,2.0,2.0,0,0,0,0,0,2.0,1.0,1.0,4.0,0,0,0,0,0,0,2.0,0,0,0,1.0,1.0,2.0,0,1.0,0
Vaso Coca,698,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,17.0,24.0,1.0,10.0,0,0,0,0,18.0,57.0,0,0
encendedor Talio,702,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.0,16.0,2.0,0,0,0,0,0,0
Tarjeta Linea,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chicles gummers bolita,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mani Varitos,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V Vitaliza energizante,760,0,0,0,0,0,0,2.0,9.0,13.0,13.0,10.0,11.0,4.0,6.0,6.0,2.0,2.0,0,6.0,7.0,7.0,11.0,9.0,10.0,11.0,4.0,12.0,29.0,10.0,4.0,3.0,12.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.0,4.0,4.0,0,3.0,0,2.0,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topline chicles,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,31.0,13.0,3.0,2.0,34.0,14.0,20.0,3.0,0,1.0,10.0,15.0,6.0,12.0,1.0,14.0,22.0,12.0,12.0,16.0,18.0,21.0,6.0,13.0,2.0,9.0,9.0,3.0,0,10.0,11.0,13.0,16.0,23.0,37.0,27.0,18.0,20.0,30.0,20.0,24.0,26.0,33.0,12.0,35.0,24.0,30.0,35.0,28.0,25.0,16.0,21.0,9.0,21.0,29.0,37.0,41.0,22.0,24.0,7.0,0
Caja Madera Vinos Argentinos,814,0,0,0,0,0,0,101.0,42.0,11.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon 4kg,832,0,0,0,0,0,0,6.0,19.0,9.0,0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,111.0,120.0,45.0,86.0,87.0,68.0,61.0,64.0,88.0,81.0,75.0,8.0,0
carbon 5 kg (No Tiene),833,0,0,0,0,0,0,23.0,50.0,58.0,63.0,62.0,125.0,57.0,49.0,69.0,49.0,65.0,62.0,50.0,62.0,65.0,66.0,69.0,102.0,90.0,43.0,84.0,52.0,60.0,43.0,66.0,75.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,71.0,106.0,79.0,40.0,53.0,66.0,51.0,48.0,53.0,66.0,52.0,63.0,57.0,105.0,74.0,18.0,55.0,55.0,41.0,58.0,66.0,62.0,76.0,50.0,50.0,98.0,77.0,58.0,63.0,49.0,54.0,56.0,45.0,74.0,66.0,84.0,69.0,113.0,78.0,63.0,58.0,59.0,60.0,74.0,72.0,86.0,57.0,77.0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0
Minerva 250cc (Damajuana),836,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encendedor Tic Tac (flores) (No Tiene),862,0,0,0,0,0,0,0,0,0,2.0,5.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,36.0,0,6.0,8.0,0,0,1.0,14.0,15.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lata Brahma 473cc (No Tiene),867,0,0,0,0,0,0,0,0,0,0,27.0,36.0,34.0,30.0,23.0,16.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,21.0,3.0,0,0,0,0,0,0,0,0,0,0
